id,price
0,797.7925
1,6005.4575
2,5816.1975
3,1109.5075
4,3223.28875
5,526.03
6,1409.905
7,866.265
8,8759.1525
9,682.1125
10,617.5875
11,3812.815
12,5630.3075
13,10210.1475
14,673.0275
15,7512.369136904761
16,6429.48
17,5380.3925
18,8499.9825
19,2262.5775
20,472.455
21,708.9925
22,3276.84
23,2456.7425
24,1005.4775
25,3077.3975
26,504.985
27,1897.32
28,1011.035
29,561.68
30,5459.07
31,6054.2875
32,2393.56
33,8550.065
34,681.14
35,17016.64
36,753.6925
37,9938.905
38,985.86
39,1008.3325
40,1608.8275
41,4311.8375
42,12752.716166666665
43,2220.2825
44,7937.0375
45,1107.06
46,5940.8125
47,2553.0075
48,1126.0175
49,14441.5725
50,3092.055
51,14037.45
52,1335.37
53,3172.7725
54,8631.774541666668
55,10280.1925
56,1215.8675
57,675.0775
58,2896.84
59,8691.3075
60,5880.986666666668
61,16501.523750000004
62,607.715
63,9662.14
64,5024.595
65,3305.57
66,756.6475
67,715.095
68,9747.8725
69,2534.08
70,6940.7
71,4424.8425
72,1726.4125
73,2800.1525
74,8878.865
75,3837.572291666667
76,13964.00875
77,7497.09
78,16228.99
79,5580.2075
80,4928.29
81,16184.67
82,5300.915
83,8520.8125
84,1031.7875
85,2170.405
86,2077.315
87,3148.3025
88,9894.885
89,8602.015
90,648.3125
91,2790.0
92,4189.125
93,742.71
94,9654.965
95,5596.1725
96,5980.31
97,1315.8775
98,777.6125
99,820.2575
100,2661.7075
101,17211.4525
102,4230.5225
103,1823.6322916666666
104,821.0425
105,11194.4875
106,1348.905
107,1872.49
108,4558.9425
109,7629.965
110,12965.0375
111,861.4475
112,985.78
113,2152.8675
114,3412.4525
115,1035.8075
116,567.6875
117,9933.2275
118,557.1825
119,5242.875
120,1726.96
121,749.9125
122,2925.415
123,755.12
124,13407.325
125,3457.3825
126,5811.3975
127,6586.633333333335
128,2610.095
129,4069.4275
130,545.5875
131,7078.6875
132,3278.025
133,11921.40875
134,1481.73
135,9926.595
136,3609.92
137,3982.43
138,716.01
139,4110.0825
140,6853.4175
141,8064.78
142,3444.1925
143,945.525
144,1115.53125
145,7749.585
146,1061.015
147,510.1441666666667
148,3339.635
149,8316.8775
150,5163.7525
151,5111.92375
152,1277.4825
153,5522.335
154,2180.34
155,5038.5425
156,6888.03
157,513.6875
158,9682.955
159,16427.82
160,1907.105
161,5203.3425
162,10526.4625
163,1003.985
164,431.3325
165,6440.9125
166,801.1625
167,872.770625
168,1578.1425
169,3574.6125
170,1309.265
171,11870.005
172,971.7575
173,12709.404166666665
174,2216.98625
175,2668.79
176,6555.785
177,783.995
178,3413.5875
179,2521.445
180,6895.955
181,7087.75
182,3216.7875
183,1048.04
184,2412.205
185,1759.9875
186,15326.465
187,1206.06
188,1717.9375
189,990.35
190,2866.2575
191,6818.5125
192,811.5783333333333
193,3599.36125
194,2826.515
195,6084.4925
196,1962.18
197,964.605
198,4247.949666666666
199,2127.4166666666665
200,983.26
201,3803.115
202,748.675
203,1207.84
204,2875.9675
205,7287.81
206,17646.115
207,10328.4225
208,3306.135
209,737.6175
210,2423.095
211,8657.5125
212,878.9775
213,6608.5575
214,850.4275
215,1016.285
216,1790.935
217,5854.92
218,832.895
219,4396.45
220,10992.41
221,628.135
222,429.485
223,3516.9975
224,4651.37625
225,5543.95
226,2330.5254166666664
227,538.5925
228,6115.9275
229,12294.3425
230,3709.89
231,1609.845
232,2569.08
233,7402.3175
234,4097.1525
235,7931.7775
236,677.9
237,1163.1625
238,640.8625
239,13467.9875
240,4082.6575
241,1062.3125
242,1192.2075
243,10537.37
244,613.52
245,1807.2075
246,6676.25
247,8649.7925
248,6064.862857142858
249,763.4075
250,3445.18
251,5429.5075
252,13886.98
253,1090.6425
254,2565.3275
255,5780.881666666667
256,6073.685
257,1793.4825
258,1672.07
259,957.7057083333333
260,6582.32
261,4926.463
262,3123.0775
263,773.615
264,3816.46
265,3460.0025
266,551.2725
267,4980.7675
268,8993.1875
269,2757.7725
270,5603.4225
271,4577.37
272,1060.485
273,868.3875
274,4946.34
275,676.0325
276,4295.535
277,5633.435416666667
278,17243.2375
279,5529.1825
280,3827.545
281,6706.285
282,1004.51
283,2666.3125
284,5710.1925
285,4716.9795
286,6486.615
287,4999.1975
288,914.9583333333335
289,2804.88
290,1408.05
291,872.4425
292,509.7975
293,1224.2225
294,4538.936071428571
295,2168.7441666666664
296,1600.985
297,4690.5675
298,5624.285
299,1917.765
300,5396.66
301,5330.4425
302,2140.755
303,12186.393708333333
304,1003.7975
305,2530.58
306,984.265
307,803.2875
308,6254.53
309,2122.6975
310,776.975
311,865.3175
312,623.055
313,12642.7625
314,460.5275
315,5200.1025
316,922.3733333333333
317,11947.511666666665
318,2444.1329583333336
319,899.92
320,649.79
321,9729.055
322,1109.97
323,7126.0825
324,679.805
325,4992.3375
326,625.3625
327,4554.0825
328,978.58
329,5666.5875
330,731.9875
331,681.6675
332,13743.695
333,4839.1675
334,724.8775
335,5059.4875
336,6189.6825
337,3705.665
338,2185.99
339,3919.125
340,15879.7625
341,611.6375
342,1557.5625
343,5747.33
344,3108.59
345,7284.1575
346,11736.33
347,848.44
348,3645.3175
349,3957.7975
350,6987.8125
351,1502.0425
352,1038.1625
353,3577.44
354,15273.1025
355,1725.93
356,6358.04875
357,811.6
358,1465.6225
359,3971.43
360,2784.8525
361,4138.9075
362,4960.635
363,6733.655
364,4678.6675
365,3992.7225
366,4042.175
367,14773.25
368,657.8
369,6946.6425
370,11956.845
371,2187.7625
372,1638.395
373,16544.4775
374,1742.3825
375,4664.295
376,2477.0825
377,3486.18
378,1311.7504166666665
379,8886.66
380,1598.3975
381,5190.498214285714
382,2568.1045833333333
383,2724.3475
384,4000.8325
385,1746.795
386,11886.4825
387,1864.3475
388,2451.005
389,17076.9575
390,2375.42125
391,825.7175
392,1928.43
393,1914.0375
394,588.875
395,495.4525
396,411.42
397,2314.085
398,632.79
399,1314.655
400,1044.76
401,5727.3625
402,4494.7075
403,425.03
404,5216.975
405,2197.795
406,7905.4725
407,4667.4825
408,5511.75
409,16470.1125
410,1898.3
411,2260.98
412,4294.15
413,9961.0475
414,3019.5525
415,10449.9325
416,693.5630952380952
417,2080.2325
418,1913.05
419,13983.5475
420,1369.745
421,5460.49
422,4962.015
423,1433.9425
424,982.8175
425,559.56
426,654.6275
427,2352.2025
428,2429.5560000000005
429,3421.039958333333
430,478.4775
431,1025.03
432,10451.05
433,914.18
434,565.9525
435,5152.025
436,478.22
437,2512.7
438,3518.1175
439,1034.345
440,4603.3425
441,709.6475
442,2982.0725
443,15665.485
444,4774.505
445,785.3975
446,1703.445
447,855.0525
448,4007.8275
449,12040.2025
450,3947.985
451,3233.6475
452,13870.295
453,703.6675
454,2505.0425
455,5820.24
456,8088.5625
457,632.09
458,1631.785
459,1238.2025
460,520.5475
461,621.3375
462,2979.8925
463,4982.62
464,3933.974583333333
465,759.0125
466,4458.4925
467,789.4525
468,4374.135
469,3648.265
470,3649.015
471,2193.5425
472,3281.145
473,464.055
474,1859.8975
475,1229.595
476,1679.075
477,10167.6625
478,1760.2125
479,3541.335
480,17362.6975
481,13416.426
482,870.12
483,1056.3822738095237
484,16090.635
485,1932.02
486,1101.05
487,1323.685
488,966.5625
489,1210.44
490,1984.3025
491,2714.3925
492,14275.9725
493,3659.45875
494,926.9575
495,15123.69
496,7662.74
497,15632.235
498,1260.3325
499,1547.815
500,2030.8975
501,778.7275
502,2616.7925
503,3452.8925
504,2532.98
505,5133.785
506,1871.5225
507,7358.558125
508,14947.54175
509,7661.84
510,9068.2425
511,6271.01775
512,886.655
513,3578.5175
514,2706.76
515,5383.9325
516,14847.34
517,5228.69
518,9067.7375
519,4141.7225
520,1744.7875
521,4946.4925
522,1294.97
523,1790.0025
524,2881.1575
525,3544.9625
526,14483.1075
527,15407.0025
528,989.2775
529,4001.52
530,505.6
531,491.275
532,9226.455
533,1033.85
534,14978.3025
535,443.895
536,1947.71
537,873.65
538,4601.29125
539,1151.18
540,13737.855
541,1280.3397916666668
542,2712.0575
543,5679.63
544,767.7625
545,3215.07
546,5811.5925
547,873.335
548,564.93
549,3493.5
550,670.0725
551,2922.465
552,6456.38
553,2135.89
554,10931.1775
555,4094.1225
556,16657.0925
557,7697.825
558,14173.975
559,7107.67
560,9006.1225
561,1108.57
562,5878.35
563,5562.9475
564,1110.305
565,2278.5525
566,8190.56
567,668.375
568,1870.21
569,2199.8775
570,1855.04
571,3276.6908333333336
572,897.905
573,8660.97
574,1355.965
575,5667.1625
576,4585.295
577,1769.3375
578,2715.205
579,2833.6875
580,986.51
581,2352.5325
582,4941.245
583,582.34
584,988.2525
585,13817.366785714286
586,3442.145
587,806.9175
588,499.87
589,703.475
590,4721.501666666666
591,660.13
592,922.7125
593,897.6475
594,695.735
595,960.76
596,2096.7325
597,2375.0075
598,14959.4275
599,671.0525
600,8545.608125
601,552.1125
602,554.1175
603,643.945
604,2167.38625
605,7785.135
606,7747.7475
607,2161.3875
608,1020.9625
609,5330.01
610,771.9275
611,807.6225
612,4134.5425
613,4598.4975
614,631.9925
615,12857.365
616,1841.54
617,1003.685
618,698.545
619,16586.14
620,9909.82
621,4969.9
622,741.5819791666665
623,9016.6125
624,7496.8725
625,1212.7075
626,4384.585
627,3900.4475
628,780.67
629,5333.485
630,14125.7875
631,10760.67
632,1242.5
633,2642.36
634,3222.9925
635,676.495
636,7256.69
637,11514.12
638,6943.3875
639,1681.83
640,4625.62
641,703.4675
642,5148.687
643,1702.26
644,1437.31
645,1937.4
646,6644.5925
647,876.205
648,4491.44
649,7655.235
650,3075.1625
651,6323.1925
652,564.0225
653,2586.0475
654,4513.342333333333
655,11838.8075
656,1690.648125
657,1390.19
658,1260.005
659,3628.1
660,985.4975
661,4382.4775
662,5756.3025
663,8512.6925
664,2183.51
665,424.085
666,2270.2225
667,5403.445
668,1872.2125
669,930.4875
670,1779.0825
671,8107.3825
672,1080.2975
673,780.035
674,3562.6325
675,595.7675
676,1896.8225
677,1128.14
678,5356.4675
679,568.8575
680,605.2025
681,663.98
682,4284.3475
683,6922.795
684,11864.115
685,5294.755
686,2448.565
687,6195.275
688,1885.8075
689,1324.18
690,4337.41
691,1016.5325
692,753.2991666666666
693,958.375
694,4348.2675
695,2327.98
696,5104.4
697,2367.175
698,4660.7075
699,7153.32
700,5143.23
701,9744.44
702,3815.4475
703,3247.275
704,5031.8575
705,4751.75
706,6467.6675
707,772.0275
708,1092.3025
709,1577.4375
710,7825.865
711,1234.105
712,5063.5875
713,859.9
714,624.885
715,911.3025
716,869.8225
717,1512.675
718,3463.24
719,2471.55
720,4919.5391666666665
721,460.845
722,5613.9925
723,1549.165
724,3878.35
725,6860.44
726,608.5375
727,905.025
728,2641.318333333333
729,809.8425
730,655.4475
731,11929.145
732,701.9
733,3617.2125
734,6796.799166666667
735,901.645
736,6378.185
737,607.86
738,8164.7
739,10822.065
740,5138.4275
741,563.9
742,1869.8675
743,3252.09
744,1079.855
745,5458.3475
746,5664.6275
747,10036.59
748,4319.07
749,968.0225
750,979.6875
751,579.3475
752,1143.505
753,1746.335
754,16466.360416666666
755,6189.39
756,1012.675
757,1142.6325
758,1291.7375
759,3290.555
760,1733.545
761,3425.162166666667
762,1636.14
763,681.35
764,8976.7975
765,4153.845
766,478.6675
767,9507.5375
768,1518.895
769,2381.1238333333336
770,2539.9125
771,2713.8254583333332
772,849.545
773,4742.8525
774,1549.585
775,1882.2825
776,6311.605
777,4426.705
778,951.3725
779,763.545
780,946.8175
781,2573.0925
782,2098.0325
783,15117.791875
784,567.7225
785,603.5175
786,765.4325
787,5219.8025
788,1158.3057500000002
789,1620.475
790,810.7125
791,7710.545
792,6622.3325
793,2134.25
794,5104.9075
795,2545.0235000000002
796,609.78
797,1355.3675
798,699.0575
799,878.145
800,461.455
801,1524.765
802,2513.745
803,15977.31
804,1288.605
805,6347.8175
806,2260.6875
807,9094.635
808,783.1625
809,3001.795
810,4352.635
811,730.32
812,997.36
813,848.375
814,494.235
815,649.1625
816,5707.02
817,1237.395
818,14329.4525
819,3942.3375
820,6620.26
821,3705.48625
822,738.355
823,2512.1825
824,560.6875
825,646.2025
826,4169.61
827,4555.2475
828,4332.2025
829,8634.55525
830,13457.488000000001
831,533.215
832,4986.7725
833,991.3425
834,5606.7125
835,1677.9975
836,2656.0225
837,1995.4666666666665
838,1370.1625
839,4634.2355
840,541.43
841,4779.405
842,2091.595
843,646.455
844,981.75
845,3886.8425
846,2176.1075
847,5146.7975
848,1491.5075
849,2995.77
850,6371.325
851,510.775
852,1065.03
853,1203.28
854,9179.2825
855,1995.355
856,692.365
857,2402.445
858,826.5375
859,1035.0125
860,5573.0625
861,4163.955
862,981.375
863,592.0425
864,2973.0075
865,3288.24
866,4986.715
867,2501.4425
868,2368.8825
869,583.7625
870,3557.97
871,611.7825
872,699.0075
873,1959.29
874,975.155
875,3815.9084999999995
876,792.77
877,890.035
878,895.7
879,1021.98375
880,1439.4625
881,641.22
882,15683.1775
883,3020.5925
884,5306.09
885,4923.775
886,2356.885
887,554.68
888,8892.74
889,4492.4075
890,655.285
891,2762.94
892,8101.38875
893,3463.67
894,5164.485
895,3464.075
896,8109.6375
897,2693.8775
898,17130.0275
899,495.89
900,750.195
901,5281.9725
902,1898.7025
903,1857.79
904,534.8008333333333
905,714.465
906,10490.815
907,952.51125
908,4481.2075
909,486.325
910,586.03
911,3956.4475
912,3157.5025
913,2541.8125
914,687.08
915,588.1075
916,7367.21
917,768.1475
918,5698.22875
919,886.42
920,2743.755
921,2369.63
922,2689.345
923,2157.485
924,871.1075
925,4825.4425
926,477.09
927,3506.45
928,6513.565
929,1866.835
930,601.1425
931,797.315
932,1095.9325
933,741.3275
934,1010.835
935,5076.39
936,10464.5325
937,2987.025
938,4073.74
939,1748.2175
940,3442.55
941,4880.1175
942,698.1475
943,2692.905
944,5411.885
945,3458.4025
946,1317.873125
947,5237.265
948,566.755
949,3798.0025
950,4983.0475
951,722.215
952,696.7225
953,1807.189375
954,3853.55
955,522.6925
956,732.72
957,2229.1175
958,704.72
959,890.605
960,13732.14125
961,2490.1531666666665
962,1162.2275
963,682.1575
964,1918.435
965,7368.6925
966,2832.8825
967,2760.665
968,497.13
969,9699.635
970,653.71
971,3514.4225
972,550.7025
973,2402.11
974,493.4175
975,14168.0925
976,677.86
977,3089.4425
978,536.3425
979,15884.891666666665
980,938.065
981,516.975
982,1063.76125
983,3863.94
984,4733.025
985,2055.48
986,4778.28
987,1725.98
988,3898.76
989,941.405
990,1074.885
991,584.6425
992,513.765
993,16796.4275
994,3576.49875
995,12097.81
996,6199.9275
997,706.5625
998,3427.985
999,2114.8225
1000,16161.168333333333
1001,1126.945
1002,678.3675
1003,8701.7025
1004,13076.7575
1005,5577.49
1006,835.4175
1007,2238.5025
1008,7726.5575
1009,3785.1225
1010,1343.5625
1011,1764.3654166666668
1012,783.805
1013,13121.4925
1014,6272.4775
1015,4934.1575
1016,4412.514
1017,1045.2825
1018,8033.8375
1019,7899.51
1020,1679.8
1021,1618.5525
1022,848.1025
1023,2009.1125
1024,2624.9925
1025,1008.925
1026,3186.0125
1027,1804.355
1028,2064.1600000000003
1029,3670.6525
1030,14893.5175
1031,5242.86
1032,3184.37
1033,5023.0325
1034,13638.5425
1035,746.3375
1036,731.3458333333333
1037,6685.78
1038,5174.18
1039,8541.741
1040,15534.315
1041,2002.105
1042,1039.3925
1043,1288.9175
1044,9265.6275
1045,3137.425
1046,2308.25
1047,1257.2825
1048,2413.01
1049,2514.215
1050,2407.555
1051,4458.64
1052,1721.725
1053,4300.97
1054,914.7525
1055,953.9625
1056,841.9825
1057,3215.65
1058,1346.9875
1059,8664.2925
1060,1398.53
1061,2744.255
1062,993.285
1063,9045.5225
1064,1989.9775
1065,1790.7525
1066,4170.0725
1067,567.0975
1068,1673.4
1069,1268.715
1070,2631.86
1071,1672.845
1072,700.2275
1073,874.0375
1074,2247.9435
1075,820.7475
1076,2277.54
1077,5333.6325
1078,2829.0225
1079,486.96
1080,7135.6275
1081,4796.105
1082,455.25
1083,5150.3325
1084,814.33
1085,1223.995
1086,3266.155
1087,1062.92
1088,2571.0125
1089,944.705
1090,1535.5125
1091,1111.0
1092,730.07
1093,4187.7075
1094,14127.0175
1095,1017.075
1096,708.625
1097,712.1675
1098,672.335
1099,702.17
1100,955.6275
1101,2315.575
1102,3081.4625
1103,969.9395833333334
1104,1078.905
1105,5949.1125
1106,8096.6575
1107,10516.1025
1108,5584.608333333333
1109,1447.4275
1110,2191.355
1111,9296.1325
1112,616.1875
1113,1528.215
1114,933.1225
1115,10006.6
1116,1814.3025
1117,705.9525
1118,10003.4975
1119,994.85
1120,4401.14
1121,873.1975
1122,2502.9175
1123,2176.225
1124,1903.0125
1125,775.9525
1126,1031.065
1127,12576.4925
1128,1912.8325
1129,7516.345
1130,9500.19
1131,2003.62
1132,15464.099874999998
1133,11205.8025
1134,2516.4525
1135,567.71
1136,1028.3875
1137,12518.3225
1138,4235.405
1139,1972.175
1140,529.055
1141,1655.635
1142,750.105
1143,866.745
1144,1844.695
1145,3771.65
1146,8326.0225
1147,13823.043517857144
1148,2272.485
1149,1010.535
1150,1090.76625
1151,6283.665
1152,4359.2425
1153,1402.985
1154,913.43
1155,1650.9325
1156,1683.11
1157,10343.745
1158,16528.44
1159,5275.49
1160,3642.865
1161,9711.74
1162,889.8925
1163,1039.565
1164,424.8025
1165,16593.8125
1166,1970.2275
1167,1001.37
1168,898.0625
1169,795.39
1170,779.5575
1171,4987.24
1172,2705.19125
1173,17086.6825
1174,634.8625
1175,904.7625
1176,6089.19
1177,17726.9425
1178,2958.2625
1179,689.2825
1180,573.5838333333334
1181,448.4725
1182,923.415
1183,1184.8475
1184,543.9275
1185,463.01
1186,898.775
1187,5411.9625
1188,2161.1675
1189,2397.6625
1190,5302.70025
1191,7869.835
1192,712.6425
1193,1091.6
1194,1001.2575
1195,3075.6375
1196,14739.98
1197,16290.985
1198,9191.5925
1199,2592.0275
1200,5938.47
1201,2792.885
1202,5611.5325
1203,1953.705
1204,2339.8775
1205,10034.0175
1206,6908.16
1207,2502.8675
1208,6491.32
1209,7436.67
1210,2483.17
1211,815.2525
1212,7115.805
1213,930.7425
1214,3361.5175
1215,649.765
1216,1207.9175
1217,6872.5825
1218,2415.8575
1219,6296.6975
1220,1391.19
1221,1021.93
1222,3448.3084999999996
1223,4329.7325
1224,5734.477916666667
1225,587.11
1226,6739.38
1227,2238.4475
1228,4670.155
1229,3626.545
1230,10308.0275
1231,4644.49625
1232,4283.5
1233,2395.48
1234,563.16375
1235,4807.195
1236,968.9375
1237,1102.194
1238,12062.4075
1239,6294.1225
1240,1936.3
1241,4310.9825
1242,3516.01
1243,1520.935
1244,1023.1080833333335
1245,13751.9025
1246,726.63
